puzzle_type,puzzle_idx,num_clues,num_actual_errors,actual_error_positions,num_suspects_detected,suspect_positions,detection_probes,detection_time,suspects_include_all_actual,num_actual_in_suspects,correction_type,correction_attempts,total_solve_calls,positions_corrected,final_success,final_matches_ground_truth,total_time
hexasudoku_16x16_digits,42,120,1,"[(7, 9)]",120,"[(7, 9), (1, 6), (7, 12), (8, 4), (11, 10), (0, 0), (15, 2), (2, 14), (0, 2), (8, 3)]",3,15.221824884414673,True,1,uncorrectable,920,923,[],False,False,61.287338972091675
hexasudoku_16x16_digits,43,120,1,"[(10, 4)]",120,"[(4, 14), (10, 4), (9, 11), (3, 5), (0, 11), (3, 4), (5, 11), (0, 14), (4, 9), (4, 11)]",51,556.3863890171051,True,1,single,2,53,"[(10, 4)]",True,True,560.5689678192139
hexasudoku_16x16_digits,44,120,1,"[(5, 1)]",3,"[(5, 1), (6, 2), (2, 1)]",3,53.7268648147583,True,1,uncorrectable,7,10,[],False,False,55.3979811668396
hexasudoku_16x16_digits,45,120,0,[],0,[],1,68.9566159248352,True,0,none,0,2,[],True,True,92.05383205413818
hexasudoku_16x16_digits,46,120,0,[],0,[],1,20.506993770599365,True,0,none,0,2,[],True,True,20.94645094871521
hexasudoku_16x16_digits,47,120,0,[],0,[],1,12.007310152053833,True,0,none,0,2,[],True,True,13.934560775756836
hexasudoku_16x16_digits,48,120,1,"[(1, 1)]",3,"[(1, 1), (11, 1), (1, 9)]",3,7.946757793426514,True,1,uncorrectable,7,10,[],False,False,8.349317073822021
hexasudoku_16x16_digits,49,120,0,[],0,[],1,8.464916944503784,True,0,none,0,2,[],True,True,9.370816230773926
hexasudoku_16x16_digits,50,120,1,"[(12, 11)]",3,"[(12, 11), (13, 11), (12, 7)]",3,5.544027090072632,True,1,uncorrectable,7,10,[],False,False,5.877305269241333
hexasudoku_16x16_digits,51,120,2,"[(6, 15), (14, 3)]",120,"[(5, 8), (3, 3), (14, 13), (3, 8), (5, 1), (1, 9), (0, 5), (6, 0), (12, 8), (15, 4)]",3,9.353723764419556,True,2,uncorrectable,920,923,[],False,False,51.970582008361816
hexasudoku_16x16_digits,52,120,2,"[(1, 14), (8, 14)]",4,"[(1, 8), (1, 14), (8, 6), (8, 14)]",3,0.4008350372314453,True,2,two,9,12,"[(1, 14), (8, 14)]",True,True,2.201611042022705
hexasudoku_16x16_digits,53,120,0,[],0,[],1,12.117173910140991,True,0,none,0,2,[],True,True,15.241122007369995
